type,two_factor_authentication,multi_factor_authentication,security_monitoring,data_privacy_policy,secure_file_uploads,secure_file_uploads_policies__properties__secure_file_name,secure_file_uploads_policies__properties__malware_scan,secure_file_uploads_policies__properties__audit_logging,secure_file_uploads_policies__properties__sandboxing,secure_file_uploads_policies__properties__encryption__in_transit,secure_file_uploads_policies__properties__encryption__at_rest,ssl_encryption_required,permissions,explicite_allowed_resources,other_resources
employee,FALSE,FALSE,TRUE,TRUE,TRUE,sunny_sun.csv,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,delete,reports.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_flower.csv,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,FALSE
employee,TRUE,TRUE,FALSE,TRUE,FALSE,happy_ocean.csv,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,reports.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_day.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,creative_flower.txt,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_day.xlsx,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,clever_bird.js,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,read,product_info.txt,FALSE
customer,TRUE,TRUE,FALSE,TRUE,FALSE,brave_bird.csv,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,write,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,unknown,beautiful_world.img,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,write,product_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,unknown,clever_world.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,reports.txt,TRUE
employee,FALSE,TRUE,TRUE,FALSE,TRUE,brave_ocean.csv,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,create,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_bird.pdf,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,write,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,FALSE,FALSE,beautiful_day.exe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
employee,TRUE,TRUE,FALSE,TRUE,FALSE,happy_world.csv,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,create,sales.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,beautiful_day.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_world.png,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,NULL,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,creative_flower.csv,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,write,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,sunny_ocean.png,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,read,userId_info.txt,FALSE
anonymous,TRUE,FALSE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_bird.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,FALSE,FALSE,creative_bird.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,create,NULL,FALSE
employee,TRUE,TRUE,TRUE,TRUE,FALSE,creative_day.jpeg,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,beautiful_bird.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_bird.pdf,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,write,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,brave_ocean.xlsx,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,none,product_info.txt,TRUE
employee,FALSE,TRUE,TRUE,TRUE,TRUE,brave_bird.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,read,reports.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
anonymous,FALSE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_day.xlsx,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,create,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,happy_day.bat,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,create,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,beautiful_world.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,FALSE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,brave_flower.csv,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_flower.mp4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,FALSE,TRUE,creative_world.js,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,happy_ocean.txt,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,brave_world.jpeg,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,brave_flower.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,sales.txt,TRUE
employee,TRUE,FALSE,TRUE,TRUE,TRUE,happy_ocean.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,sales.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,beautiful_ocean.csv,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_bird.csv,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,FALSE,TRUE,clever_world.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,reports.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_day.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
customer,FALSE,FALSE,TRUE,TRUE,TRUE,brave_ocean.img,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,write,product_info.txt,FALSE
customer,TRUE,TRUE,FALSE,FALSE,TRUE,happy_ocean.img,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,create,userId_info.txt,FALSE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_sun.mp4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,read,sensitve_data.txt,TRUE
anonymous,FALSE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,FALSE,TRUE,FALSE,TRUE,beautiful_sun.png,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,FALSE
employee,TRUE,FALSE,TRUE,TRUE,unknown,sunny_sun.img,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,create,reports.txt,FALSE
employee,FALSE,TRUE,TRUE,TRUE,unknown,clever_day.img,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,none,NULL,TRUE
customer,TRUE,TRUE,FALSE,TRUE,FALSE,happy_ocean.bat,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,brave_bird.cmd,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,unknown,brave_ocean.png,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,sales.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,unknown,brave_bird.sh,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,write,product_info.txt,FALSE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,creative_world.sh,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_day.txt,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,creative_flower.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
employee,FALSE,TRUE,TRUE,TRUE,unknown,happy_bird.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,reports.txt,TRUE
customer,FALSE,TRUE,FALSE,FALSE,unknown,brave_day.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,FALSE,brave_bird.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_world.py,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,sales.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,clever_flower.txt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,FALSE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_day.txt,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,read,product_info.txt,TRUE
employee,FALSE,TRUE,TRUE,FALSE,TRUE,happy_sun.xlsx,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,none,reports.txt,TRUE
admin,TRUE,TRUE,FALSE,TRUE,unknown,creative_day.xlsx,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,none,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,brave_ocean.py,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_ocean.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,TRUE
employee,FALSE,TRUE,TRUE,TRUE,TRUE,clever_world.img,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,delete,reports.txt,TRUE
customer,TRUE,FALSE,FALSE,TRUE,TRUE,sunny_world.txt,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,write,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,happy_world.png,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_day.msi,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_sun.png,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,delete,userId_info.txt,FALSE
employee,FALSE,TRUE,FALSE,FALSE,TRUE,sunny_sun.exe,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,none,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_world.pdf,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_day.mp4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,none,product_info.txt,TRUE
employee,FALSE,FALSE,TRUE,TRUE,TRUE,clever_flower.pdf,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,read,sales.txt,TRUE
customer,FALSE,FALSE,FALSE,TRUE,TRUE,clever_sun.mp4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,FALSE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_bird.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,FALSE,unknown,sunny_bird.xlsx,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.csv,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,create,product_info.txt,TRUE
employee,TRUE,TRUE,FALSE,TRUE,TRUE,happy_sun.jpeg,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,delete,reports.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_world.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
employee,FALSE,TRUE,FALSE,TRUE,unknown,beautiful_flower.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,unknown,clever_bird.img,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,FALSE,FALSE,TRUE,FALSE,unknown,sunny_bird.txt,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,read,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,sunny_day.sh,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_bird.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,clever_flower.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,FALSE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
employee,TRUE,TRUE,FALSE,FALSE,TRUE,beautiful_world.bat,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,none,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_day.cmd,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,read,sensitve_data.txt,TRUE
customer,TRUE,TRUE,FALSE,FALSE,TRUE,creative_day.pdf,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,read,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_ocean.py,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,read,product_info.txt,TRUE
admin,TRUE,TRUE,TRUE,FALSE,TRUE,beautiful_bird.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,none,sensitve_data.txt,TRUE
anonymous,TRUE,TRUE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
employee,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.cmd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,unknown,brave_world.img,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,happy_sun.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,FALSE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,brave_bird.pdf,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,reports.txt,TRUE
anonymous,TRUE,FALSE,TRUE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_world.vbs,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,create,product_info.txt,TRUE
employee,TRUE,FALSE,TRUE,TRUE,TRUE,clever_bird.img,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,delete,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_flower.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,read,userId_info.txt,FALSE
anonymous,TRUE,TRUE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_day.pdf,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,create,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,happy_sun.ps1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_ocean.xlsx,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_sun.csv,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,brave_bird.xlsx,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,read,product_info.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,happy_day.img,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,create,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,FALSE,brave_flower.py,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,FALSE,FALSE,beautiful_sun.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,TRUE
admin,TRUE,FALSE,TRUE,TRUE,TRUE,happy_world.py,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,create,sensitve_data.txt,TRUE
admin,FALSE,TRUE,TRUE,TRUE,TRUE,clever_ocean.csv,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,delete,product_info.txt,TRUE
employee,FALSE,FALSE,TRUE,TRUE,FALSE,sunny_world.mp4,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,write,NULL,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_bird.js,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,write,userId_info.txt,FALSE
customer,TRUE,FALSE,FALSE,TRUE,TRUE,happy_sun.png,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,read,userId_info.txt,FALSE
customer,FALSE,TRUE,TRUE,FALSE,FALSE,brave_flower.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,userId_info.txt,FALSE
admin,FALSE,TRUE,FALSE,TRUE,TRUE,beautiful_day.vbs,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,none,sensitve_data.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_ocean.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,NULL,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,happy_sun.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,product_info.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,happy_sun.csv,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,creative_sun.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,read,reports.txt,TRUE
customer,FALSE,FALSE,TRUE,TRUE,unknown,clever_day.pdf,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
employee,FALSE,TRUE,FALSE,TRUE,TRUE,creative_bird.png,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,clever_sun.cmd,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,delete,product_info.txt,TRUE
employee,TRUE,TRUE,FALSE,TRUE,unknown,happy_day.py,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,reports.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_world.xlsx,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,none,reports.txt,TRUE
customer,FALSE,TRUE,TRUE,TRUE,TRUE,brave_sun.mp4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,sunny_bird.msi,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,create,userId_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_world.xlsx,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,none,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,brave_world.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,NULL,TRUE
customer,FALSE,FALSE,TRUE,TRUE,FALSE,clever_day.csv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,FALSE
customer,TRUE,FALSE,FALSE,TRUE,TRUE,happy_sun.csv,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,none,product_info.txt,FALSE
employee,FALSE,FALSE,TRUE,TRUE,TRUE,clever_world.txt,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,write,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_world.mp4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,delete,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_ocean.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,NULL,TRUE
anonymous,TRUE,TRUE,TRUE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
admin,TRUE,TRUE,FALSE,TRUE,TRUE,sunny_bird.xlsx,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,sensitve_data.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,clever_bird.jpeg,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,read,userId_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_ocean.mp4,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,create,userId_info.txt,TRUE
customer,TRUE,FALSE,TRUE,FALSE,TRUE,creative_sun.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_world.mp4,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,write,product_info.txt,FALSE
admin,TRUE,TRUE,FALSE,TRUE,FALSE,brave_day.jpeg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,write,sales.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_day.vbs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,brave_ocean.pdf,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,FALSE
employee,FALSE,TRUE,FALSE,TRUE,FALSE,clever_ocean.jpeg,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,unknown,sunny_bird.img,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,read,product_info.txt,FALSE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,brave_flower.xlsx,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,none,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,brave_flower.jar,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,create,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,clever_ocean.pdf,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,FALSE,TRUE,TRUE,FALSE,sunny_ocean.jpeg,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,creative_bird.exe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,delete,product_info.txt,TRUE
customer,FALSE,TRUE,FALSE,TRUE,unknown,creative_flower.jar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,userId_info.txt,FALSE
customer,TRUE,TRUE,TRUE,FALSE,TRUE,happy_day.ps1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,create,product_info.txt,TRUE
employee,FALSE,FALSE,FALSE,TRUE,TRUE,sunny_sun.pdf,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,write,product_info.txt,FALSE
customer,TRUE,FALSE,TRUE,TRUE,TRUE,creative_sun.img,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,none,userId_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_world.txt,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,write,reports.txt,TRUE
admin,TRUE,FALSE,FALSE,TRUE,TRUE,happy_day.mp4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,create,sales.txt,TRUE
employee,TRUE,FALSE,TRUE,FALSE,FALSE,sunny_day.png,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,none,reports.txt,TRUE
customer,TRUE,TRUE,TRUE,TRUE,TRUE,sunny_ocean.mp4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,read,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,happy_flower.pdf,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,none,product_info.txt,TRUE
employee,TRUE,TRUE,TRUE,TRUE,TRUE,beautiful_world.mp4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,read,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,TRUE,TRUE,beautiful_ocean.csv,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,write,userId_info.txt,FALSE
employee,TRUE,TRUE,FALSE,FALSE,TRUE,sunny_day.img,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,read,sales.txt,FALSE
customer,FALSE,TRUE,FALSE,TRUE,TRUE,happy_bird.img,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
customer,TRUE,TRUE,FALSE,FALSE,TRUE,creative_flower.sh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,none,NULL,TRUE
employee,TRUE,FALSE,TRUE,FALSE,TRUE,brave_day.png,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,read,sales.txt,FALSE
employee,TRUE,TRUE,TRUE,FALSE,TRUE,brave_world.jpeg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,write,product_info.txt,TRUE
